Jelbi U Prinzenstraße,52.498592,13.407773
Jelbi S+U Schönhauser Allee,52.549163,13.416789
Jelbi U Jakob-Kaiser-Platz,52.5363928,13.2927087
Jelbi-Station Landsberger Allee/Petersburger Straße,52.527102,13.449394
Jelbi-Station U Ullsteinstraße,52.4527903,13.3856926
Jelbi-Station S+U Jannowitzbrücke/Holzmarktstraße,52.5138379,13.4198613
Jelbi-Station U Nollendorfplatz,52.4968195,13.3681677
Jelbi-Station U Breitenbachplatz,52.4817223,13.3368897
